method,group,n,weight_sum,ess,ess_fraction,weight_min_normalized,weight_median_normalized,weight_p95_normalized,weight_p99_normalized,weight_max_normalized,propensity_min,propensity_p05,propensity_median,propensity_p95,propensity_max
calibrated_overlap_baseline90,treated,343,593.5,232.33440464204566,0.6773597802975092,0.012440553838082544,0.8577394495249439,2.2397021040607097,2.622195084257859,5.068409847642653,0.023933063149353017,0.13272360176098177,0.5473627631356417,0.9292892800116257,0.9907097103799398
calibrated_overlap_baseline90,control,844,593.5,418.7204140600221,0.49611423466827265,0.0030476009519364326,0.632386953780993,3.05496927851822,4.349577165785279,6.587163513397883,0.0014681168578307485,0.015748829148919657,0.13160459639203823,0.5132474793839807,0.8511174172128207
