specification,outcome,coefficient,estimate,standard_error_player,ci_lower_player,ci_upper_player,p_value_player,standard_error_double_cluster,ci_lower_double_cluster,ci_upper_double_cluster,p_value_double_cluster,effect_sd,percent_of_treated_baseline,baseline_weighted_sd,treated_baseline_mean,n_observations,n_players,n_club_games,within_r_squared,fe_iterations,fe_max_error,baseline_minutes_threshold,selected_ridge,weight_gate_passed,n_treated,n_controls,interpretation
baseline_minutes_ge_90_fresh_overlap,minutes_share,treated_x_acute,0.01756803368603395,0.024986316132023022,-0.03140424603906331,0.0665403134111312,0.48198957117254215,0.026684588505833228,-0.03473279872767066,0.06986886609973855,0.51030760238215,0.04314287710959727,2.780451491571597,0.40720589035833876,0.6318410423374785,18992,1187,1568,0.0011119895167803762,2,5.689893001203927e-16,90,2.0,False,343,844,diagnostic_sensitivity_weighting_gate_not_met
baseline_minutes_ge_90_fresh_overlap,minutes_share,treated_x_consolidated,0.057422994041580175,0.025969061552389178,0.006524568686593575,0.10832141939656678,0.027021443626148445,0.027327557663477144,0.0038619652357234358,0.11098402284743691,0.03561593310426803,0.1410171006884215,9.08820260063281,0.40720589035833876,0.6318410423374785,18992,1187,1568,0.0011119895167803762,2,5.689893001203927e-16,90,2.0,False,343,844,diagnostic_sensitivity_weighting_gate_not_met
