specification,outcome,coefficient,estimate,standard_error_player,ci_lower,ci_upper,p_value,n_observations,n_players,n_club_games,fe_max_error,pre_start,weight_method,omitted_dimension,omitted_value
leave_one_baseline_club_id_out,minutes_share,treated_x_consolidated,0.0860471768374744,0.027408280094924693,0.032327934973235946,0.13976641870171286,0.0016925998824492972,16048,1003,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1041
leave_one_baseline_club_id_out,minutes_share,treated_x_acute,0.01964660712970701,0.025377311859486107,-0.03009201013932695,0.06938522439874097,0.4388243576301736,16032,1002,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1049
leave_one_baseline_club_id_out,minutes_share,treated_x_consolidated,0.08022622585218536,0.02748822945421299,0.026350286123154792,0.13410216558121593,0.0035164485304308712,16032,1002,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1049
leave_one_baseline_club_id_out,minutes_share,treated_x_acute,0.023403602446671688,0.025283903935269823,-0.026151938655027705,0.07295914354837107,0.3546370132508274,16000,1000,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1050
leave_one_baseline_club_id_out,minutes_share,treated_x_consolidated,0.08641224423200158,0.02733777714846308,0.03283118560363185,0.13999330286037132,0.0015727726262739772,16000,1000,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1050
leave_one_baseline_club_id_out,minutes_share,treated_x_acute,0.025765439616919208,0.025377844737035228,-0.0239742220729192,0.07550510130675761,0.3099757288150484,16080,1005,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1082
leave_one_baseline_club_id_out,minutes_share,treated_x_consolidated,0.08191012136767287,0.0274299440888765,0.028148418855527574,0.13567182387981816,0.0028250750094906962,16080,1005,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1082
leave_one_baseline_club_id_out,minutes_share,treated_x_acute,0.029948150074268126,0.025085396824626908,-0.01921832423989605,0.07911462438843231,0.23253744326751447,16064,1004,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1095
leave_one_baseline_club_id_out,minutes_share,treated_x_consolidated,0.08226180489786476,0.027428045339805845,0.028503823865513638,0.13601978593021588,0.002707021448618896,16064,1004,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1095
leave_one_baseline_club_id_out,minutes_share,treated_x_acute,0.023541637035465024,0.025331281016342435,-0.026106761438829326,0.07319003550975937,0.3527075054783979,16080,1005,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,11
leave_one_baseline_club_id_out,minutes_share,treated_x_consolidated,0.08433728121583044,0.02744240588724546,0.03055115402769939,0.13812340840396148,0.002117434160205267,16080,1005,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,11
leave_one_baseline_club_id_out,minutes_share,treated_x_acute,0.023291536099583284,0.025164730046109904,-0.0260304284714651,0.07261350067063167,0.3546732725381472,16128,1008,1552,6.106226635438361e-16,-8,analysis_weight,baseline_club_id,1147
