specification,outcome,coefficient,estimate,standard_error_player,ci_lower_player,ci_upper_player,p_value_player,standard_error_double_cluster,ci_lower_double_cluster,ci_upper_double_cluster,p_value_double_cluster,effect_sd,percent_of_treated_baseline,baseline_weighted_sd,treated_baseline_mean,n_observations,n_players,n_club_games,within_r_squared,fe_iterations,fe_max_error
placebo_primary_player_club_game_fe,minutes_share,treated_x_acute,0.004606154697921916,0.031035741768250812,-0.05622278140133512,0.06543509079717895,0.8820156421641918,0.0324458613715002,-0.05898656503759782,0.06819887443344165,0.8871081874475153,0.011946403913589478,0.6644946849096556,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0016937434591201006,2,5.551115123125783e-16
placebo_primary_player_club_game_fe,minutes_share,treated_x_consolidated,-0.0680005445846156,0.033296114698648814,-0.133259730219082,-0.0027413589501492225,0.04112211100363439,0.035548042490598765,-0.13767342758708867,0.0016723384178574802,0.05575835547769614,-0.17636445695546607,-9.80991812277277,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0016937434591201006,2,5.551115123125783e-16
placebo_differential_linear_trend,minutes_share,treated_x_acute,-0.012337764660022357,0.046132953965857044,-0.1027566929335464,0.07808116361350169,0.7891309482468583,0.05093545584098156,-0.11216942364447652,0.0874938943244318,0.8086069826413573,-0.03199890791465025,-1.7798748800056086,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0017291800755799835,2,2.6645352591003757e-15
placebo_differential_linear_trend,minutes_share,treated_x_consolidated,-0.09462670357566966,0.06518363686379323,-0.22238428421004178,0.03313087705870246,0.1465866697888163,0.07312626362862808,-0.23795154661176193,0.04869813946042262,0.19565919317649527,-0.24542137554269675,-13.651070296210863,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0017291800755799835,2,2.6645352591003757e-15
placebo_differential_linear_trend,minutes_share,treated_x_linear_time,0.0024205599082775956,0.005634231608885979,-0.008622331125696086,0.013463450942251275,0.6674744976709945,0.006386353428782764,-0.010096462804680503,0.014937582621235696,0.7046725200609609,0.006277901689748124,0.3491956521307293,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0017291800755799835,2,2.6645352591003757e-15
placebo_unweighted_player_club_game_fe,minutes_share,treated_x_acute,0.00691107556138885,0.02739690687894395,-0.04678587520913894,0.060608026331916635,0.8008420269701892,0.028416689521043294,-0.04878461245971275,0.06260676358249045,0.8078467412665271,0.017924387162015366,0.9970079770928606,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0010529392638374269,2,2.220446049250313e-16
placebo_unweighted_player_club_game_fe,minutes_share,treated_x_consolidated,-0.0710582931267097,0.03234942537284145,-0.13446200177804515,-0.00765458447537426,0.02805003086913893,0.03321724716917802,-0.13616290124386365,-0.005953685009555745,0.03241957659845718,-0.1842949546364332,-10.251036102359617,0.38556830417245846,0.6931815712789586,15248,953,1536,0.0010529392638374269,2,2.220446049250313e-16
