method,group,n,weight_sum,ess,ess_fraction,weight_min_normalized,weight_median_normalized,weight_p95_normalized,weight_p99_normalized,weight_max_normalized,propensity_min,propensity_p05,propensity_median,propensity_p95,propensity_max
calibrated_overlap,treated,314,507.5,201.6592241630679,0.6422268285448023,0.000584450062897226,0.8430288739621136,2.3936767322839128,2.801458778978822,4.97040154429782,0.02005375576457547,0.13075286333869468,0.594556670379347,0.9504291612527003,0.9994810144553778
calibrated_overlap,control,701,507.5,354.7997256530547,0.5061337027860979,0.0056010930076638285,0.6551897404913567,2.8619563716557113,4.184279957956458,6.0633128302164145,0.0019513465755548287,0.01760350022894327,0.14291986004136753,0.5335116700836136,0.8952767822440854
