diagnostic_window,outcome,relative_club_match,reference_match,effect,standard_error,ci_lower,ci_upper,pooled_pre_sd,effect_sd,ci_lower_sd,ci_upper_sd,equivalence_margin,equivalence_passed,n_players,n_treated,n_controls,uses_post_treatment_outcomes
holdout_window,started,-11,-8,0.0049550497507060386,0.051096825996198775,-0.0951928889261535,0.10510298842756559,0.46784883307370895,0.01059113414508694,-0.20346933068262243,0.22465159897279632,0.0467848833073709,False,1015,314,701,0
holdout_window,started,-10,-8,0.0381863289872391,0.04210128709935849,-0.04433067743028432,0.12070333540476252,0.46784883307370895,0.08162108417874989,-0.09475427594643607,0.2579964443039358,0.0467848833073709,False,1015,314,701,0
holdout_window,started,-9,-8,-0.0019882002220779045,0.04000418746066187,-0.080394966875764,0.07641856643160819,0.46784883307370895,-0.004249663740776428,-0.17183962252845436,0.1633402950469015,0.0467848833073709,False,1015,314,701,0
calibration_window,npxg_xa_per_club_match,-8,-1,-9.79952689936503e-05,0.027217506015657724,-0.05344332680868504,0.05324733627069774,0.2844948720927273,-0.00034445355121096895,-0.18785339227930234,0.1871644851768804,0.02844948720927273,False,977,310,667,0
calibration_window,npxg_xa_per_club_match,-7,-1,5.240251133169574e-05,0.02753565165713418,-0.05391648302749194,0.05402128805015534,0.2844948720927273,0.00018419492395847418,-0.18951653726088458,0.18988492710880156,0.02844948720927273,False,977,310,667,0
calibration_window,npxg_xa_per_club_match,-6,-1,3.185897935504764e-05,0.025300041190090022,-0.04955531056060128,0.04961902851931137,0.2844948720927273,0.00011198437117932879,-0.17418700799798384,0.17441097674034248,0.02844948720927273,False,977,310,667,0
calibration_window,npxg_xa_per_club_match,-5,-1,-0.00043563677472300763,0.024428864994360457,-0.048315332346860765,0.04744405879741474,0.2844948720927273,-0.001531264066443411,-0.16982848229022923,0.16676595415734238,0.02844948720927273,False,977,310,667,0
calibration_window,npxg_xa_per_club_match,-4,-1,0.0002248569627068958,0.029260168501849055,-0.057124019482490546,0.05757373340790434,0.2844948720927273,0.000790372638539533,-0.20079103381473865,0.2023717790918177,0.02844948720927273,False,977,310,667,0
calibration_window,npxg_xa_per_club_match,-3,-1,-0.0001154762065048321,0.025788118918520588,-0.05065926051584118,0.05042830810283152,0.2844948720927273,-0.00040589907879673204,-0.17806739412627962,0.17725559596868617,0.02844948720927273,False,977,310,667,0
calibration_window,npxg_xa_per_club_match,-2,-1,0.00043451430098674637,0.032270674921021744,-0.06281484630101582,0.06368387490298931,0.2844948720927273,0.001527318569190668,-0.22079430057544996,0.2238489377138313,0.02844948720927273,False,977,310,667,0
holdout_window,npxg_xa_per_club_match,-14,-8,0.0012085126009206623,0.03189318540050062,-0.0613009821363192,0.06371800733816052,0.2844948720927273,0.0042479240206718515,-0.21547306524505289,0.22396891328639656,0.02844948720927273,False,977,310,667,0
holdout_window,npxg_xa_per_club_match,-13,-8,0.06221630697013385,0.03441667432123066,-0.005239135167122738,0.12967174910739043,0.2844948720927273,0.21869043372372376,-0.018415569773135007,0.45579643722058255,0.02844948720927273,False,977,310,667,0
holdout_window,npxg_xa_per_club_match,-12,-8,0.020536882429028572,0.02986523489342392,-0.03799790235191121,0.07907166720996836,0.2844948720927273,0.07218717960700133,-0.13356269683316577,0.27793705604716845,0.02844948720927273,False,977,310,667,0
holdout_window,npxg_xa_per_club_match,-11,-8,0.01681486458689764,0.033743868394641885,-0.04932190216565985,0.08295163133945513,0.2844948720927273,0.05910428002869964,-0.17336657705937153,0.2915751371167708,0.02844948720927273,False,977,310,667,0
holdout_window,npxg_xa_per_club_match,-10,-8,0.004025690366658757,0.028575293591567987,-0.05198085592047269,0.060032236653790205,0.2844948720927273,0.014150309061973664,-0.18271280441051405,0.21101342253446137,0.02844948720927273,False,977,310,667,0
holdout_window,npxg_xa_per_club_match,-9,-8,0.0028963915835399853,0.027780935385411317,-0.05155324122870055,0.05734602439578052,0.2844948720927273,0.010180821756941705,-0.18120973798043524,0.20157138149431866,0.02844948720927273,False,977,310,667,0
