ridge,weighting_stratum,feature,coefficient,converged,iterations,selected
0.1,Premier League|Midfield,pre_opponent_ppg,0.7187043276874997,True,7,False
0.1,Premier League|Midfield,pre_trend_minutes_share,0.13853631655520796,True,7,False
0.1,Premier League|Midfield,pre_trend_npxg_xa,-0.038928377628984795,True,7,False
0.1,Premier League|Midfield,missing_pre_npxg_xa,-1.5470775726304804,True,7,False
0.1,Premier League|Midfield,missing_pre_trend_npxg_xa,-1.5470775726304804,True,7,False
0.1,Serie A|Attack,intercept,-1.512068775023783,True,8,False
0.1,Serie A|Attack,age_at_world_cup,0.4968206280386072,True,8,False
0.1,Serie A|Attack,market_value_log,1.3030200984315634,True,8,False
0.1,Serie A|Attack,pre_minutes_share,0.10882121693318544,True,8,False
0.1,Serie A|Attack,pre_squad_rate,-0.7267067317961718,True,8,False
0.1,Serie A|Attack,pre_start_rate,-1.0066074324301055,True,8,False
0.1,Serie A|Attack,pre_npxg_xa,0.5362767663292155,True,8,False
0.1,Serie A|Attack,pre_injury_days,-2.65879447454675,True,8,False
0.1,Serie A|Attack,pre_club_ppg,-0.006328656107942125,True,8,False
0.1,Serie A|Attack,pre_opponent_ppg,-0.6246169543322877,True,8,False
0.1,Serie A|Attack,pre_trend_minutes_share,0.25446257705702924,True,8,False
0.1,Serie A|Attack,pre_trend_npxg_xa,-1.354885806050104,True,8,False
0.1,Serie A|Defender,intercept,-0.6107912705649587,True,7,False
0.1,Serie A|Defender,age_at_world_cup,0.5986194310398372,True,7,False
0.1,Serie A|Defender,market_value_log,1.2646652369077782,True,7,False
0.1,Serie A|Defender,pre_minutes_share,-0.08912050438992257,True,7,False
0.1,Serie A|Defender,pre_squad_rate,-0.19886083724489184,True,7,False
0.1,Serie A|Defender,pre_start_rate,-0.4682548789642311,True,7,False
0.1,Serie A|Defender,pre_npxg_xa,-0.33467372715806937,True,7,False
0.1,Serie A|Defender,pre_injury_days,-1.5740152880155764,True,7,False
0.1,Serie A|Defender,pre_club_ppg,-0.3978026157344985,True,7,False
0.1,Serie A|Defender,pre_opponent_ppg,0.01702852290281049,True,7,False
0.1,Serie A|Defender,pre_trend_minutes_share,0.3992271965317092,True,7,False
0.1,Serie A|Defender,pre_trend_npxg_xa,-0.11781523476915283,True,7,False
0.1,Serie A|Defender,missing_pre_npxg_xa,-0.6406147568012769,True,7,False
0.1,Serie A|Defender,missing_pre_trend_npxg_xa,-0.6406147568012769,True,7,False
0.1,Serie A|Midfield,intercept,-0.7373635928739144,True,6,False
0.1,Serie A|Midfield,age_at_world_cup,0.306327184160431,True,6,False
0.1,Serie A|Midfield,market_value_log,1.0796917899330147,True,6,False
0.1,Serie A|Midfield,pre_minutes_share,0.3000586714699329,True,6,False
0.1,Serie A|Midfield,pre_squad_rate,-0.8412888856185232,True,6,False
0.1,Serie A|Midfield,pre_start_rate,-0.18734168320744074,True,6,False
0.1,Serie A|Midfield,pre_npxg_xa,0.6812016689170187,True,6,False
0.1,Serie A|Midfield,pre_injury_days,-0.0991967066298532,True,6,False
0.1,Serie A|Midfield,pre_club_ppg,-0.3065415313235744,True,6,False
0.1,Serie A|Midfield,pre_opponent_ppg,0.3438951408772391,True,6,False
0.1,Serie A|Midfield,pre_trend_minutes_share,0.16239228487013124,True,6,False
0.1,Serie A|Midfield,pre_trend_npxg_xa,-0.12234740175059271,True,6,False
0.1,Serie A|Midfield,missing_pre_npxg_xa,0.6804667986968038,True,6,False
0.1,Serie A|Midfield,missing_pre_trend_npxg_xa,0.6804667986968038,True,6,False
0.2,Bundesliga|Attack,intercept,-2.1756924430797584,True,8,False
0.2,Bundesliga|Attack,age_at_world_cup,-0.8828868130966852,True,8,False
0.2,Bundesliga|Attack,market_value_log,-0.1961938676162727,True,8,False
0.2,Bundesliga|Attack,pre_minutes_share,1.474124432773711,True,8,False
0.2,Bundesliga|Attack,pre_squad_rate,0.771978887200738,True,8,False
0.2,Bundesliga|Attack,pre_start_rate,-0.21619881633049132,True,8,False
0.2,Bundesliga|Attack,pre_npxg_xa,0.19286447593913966,True,8,False
0.2,Bundesliga|Attack,pre_injury_days,0.7798109284223257,True,8,False
0.2,Bundesliga|Attack,pre_club_ppg,2.667934583811404,True,8,False
0.2,Bundesliga|Attack,pre_opponent_ppg,-1.2375879997557881,True,8,False
0.2,Bundesliga|Attack,pre_trend_minutes_share,0.0354755896034517,True,8,False
0.2,Bundesliga|Attack,pre_trend_npxg_xa,-0.9801571417071626,True,8,False
0.2,Bundesliga|Attack,missing_pre_npxg_xa,-0.8668942188227202,True,8,False
0.2,Bundesliga|Attack,missing_pre_trend_npxg_xa,-0.8668942188227202,True,8,False
0.2,Bundesliga|Defender,intercept,-1.5414637899221146,True,7,False
0.2,Bundesliga|Defender,age_at_world_cup,0.3477950829710825,True,7,False
0.2,Bundesliga|Defender,market_value_log,2.2362270910846775,True,7,False
0.2,Bundesliga|Defender,pre_minutes_share,0.3533893872151577,True,7,False
0.2,Bundesliga|Defender,pre_squad_rate,-0.7771418901489723,True,7,False
0.2,Bundesliga|Defender,pre_start_rate,-0.1623291121614327,True,7,False
0.2,Bundesliga|Defender,pre_npxg_xa,0.34651474205311034,True,7,False
0.2,Bundesliga|Defender,pre_injury_days,-0.3025693174004206,True,7,False
0.2,Bundesliga|Defender,pre_club_ppg,-0.08850277596988544,True,7,False
0.2,Bundesliga|Defender,pre_opponent_ppg,0.04059990157342246,True,7,False
0.2,Bundesliga|Defender,pre_trend_minutes_share,0.9070374701766037,True,7,False
0.2,Bundesliga|Defender,pre_trend_npxg_xa,-0.6477804273327215,True,7,False
0.2,Bundesliga|Defender,missing_pre_npxg_xa,-0.7166074768773053,True,7,False
0.2,Bundesliga|Defender,missing_pre_trend_npxg_xa,-0.7166074768773053,True,7,False
0.2,Bundesliga|Midfield,intercept,-0.9207538956260415,True,6,False
0.2,Bundesliga|Midfield,age_at_world_cup,0.6903012148393095,True,6,False
0.2,Bundesliga|Midfield,market_value_log,1.5439808601444176,True,6,False
0.2,Bundesliga|Midfield,pre_minutes_share,-0.41708862126288065,True,6,False
0.2,Bundesliga|Midfield,pre_squad_rate,-0.5101584342721035,True,6,False
0.2,Bundesliga|Midfield,pre_start_rate,0.3126892454125583,True,6,False
