method,variable,variable_type,key_covariate,treated_mean_before,control_mean_before,smd_before,variance_ratio_before,ks_before,treated_mean_after,control_mean_after,smd_after,variance_ratio_after,ks_after
entropy_balancing_att,age_at_world_cup,continuous,False,26.616423457253706,27.159662560577537,-0.13365549584346825,0.8601741571462432,0.07720999118638516,26.616423457253706,26.61642345718912,1.7635155872256206e-11,1.3232035752214446,0.07160478960548827
entropy_balancing_att,market_value_log,continuous,True,16.725188933098014,15.519530662490581,1.143367499902325,0.9702503301497908,0.4181833050146742,16.725188933098014,16.725188933100796,-2.9331871634076295e-12,1.5562384125683748,0.0981655255467071
entropy_balancing_att,pre_minutes_share,continuous,True,0.6993011323425337,0.6409811380567444,0.26930773577895545,0.8862956112469612,0.13397603060232421,0.6993011323425337,0.6993011323226119,9.290058175435486e-11,0.9200091971766164,0.05485374656006936
entropy_balancing_att,pre_squad_rate,continuous,False,0.9148089171974523,0.9181526390870185,-0.025330080828188224,1.0346787518296623,0.019998727931889837,0.9148089171974523,0.9148089171958137,1.1988442609643295e-11,0.9023635900211523,0.024403268483077167
entropy_balancing_att,pre_start_rate,continuous,True,0.7185509554140127,0.6576319543509273,0.24943403119968016,0.8409551435453737,0.11294147578073177,0.7185509554140127,0.7185509553992501,6.276138551384487e-11,0.9703322837541615,0.018792086180516088
entropy_balancing_att,pre_npxg_xa,continuous,True,1.668095459504598,1.0697648431009712,0.4498115726615439,2.1192099094195447,0.1876891065538766,1.668095459504598,1.6680954594348378,4.3474320477546036e-11,0.875733307659131,0.06937437984166117
entropy_balancing_att,pre_injury_days,continuous,False,6.907643312101911,7.620542082738944,-0.04589762880025413,0.5961048477292495,0.05986897698465343,6.907643312101911,6.9076433240901665,-8.3124192271956e-10,0.7642625077505684,0.05613932628155538
entropy_balancing_att,pre_club_ppg,continuous,False,1.7189566272368824,1.2756402418313972,0.8296143076534095,1.5334106665452836,0.34609793107208087,1.7189566272368824,1.7189566272157533,3.814054733581307e-11,1.289222655767007,0.08456386808033489
entropy_balancing_att,pre_opponent_ppg,continuous,False,1.3715688504701242,1.381900855920114,-0.06950180656524708,1.014733554979104,0.12488982981545926,1.3715688504701242,1.3715688504790644,-5.89268087257933e-11,0.9363092724799379,0.057185573758738006
entropy_balancing_att,pre_trend_minutes_share,continuous,True,-0.0019815994338287387,0.0036931367887145304,-0.018467298671334176,0.8871239136590051,0.05301798159135718,-0.0019815994338287387,-0.0019815994185960733,-5.288687484732626e-11,1.150872156566307,0.0602010541202761
